CapableOf
lizards	change_colours
bag	springing_leak
football_player	gain_yards
knives	cut_food
war	destroy_property
hot_grease	burn
maid	clean_bathroom
corrupt_judge	subvert_justice
water	evaporate
teenager	smoke_cigarette
brain	control_body
cups	measure_liquid
child	count_numbers
successors	succeed_predecessors
ballpalyer	throw_ball
composers	write_music
abacus	count_transaction
animals	bite
reality	destroy_dreams
pepper	season_food
state	levy_taxes
chef	age_steak
tongue	wet_lip
toddlers	dress_themselves
sled_dogs	pull_sled
many_people	say_almost
food	taste_salty
farmer	produce_produce
we	share_knowledge
toad	fool_fly
boss	sign_contract
communication	increase_understanding
person	meet_friends
glass	appear_empty
adult	remember_childhood
opinions	matter_lot
architect	build_house
open_fire	warm_toes
medicine	tastes_bad
prices	vary
rich_person	dress_expensively
chef	bread_chicken
salesmen	sell_products
judge	consider_facts
chef	season_meat
word	begin_sentence
mental_illness	recur
airplane	fly_upwards
paint	dry
lathe	machine_metal
column	in_newspaper
television	reach_millions
considering_consequences	save_life
people	gain_wealth
books	explain_problems
honeybee	dance_informatively
cats	lie_down
student	question_teacher
cows	supply_milk
mommy	fix
police	help_victims
gun	kill_person
electrician	fix_wiring
stewardess	seat_passengers
mind	mine_ideas
baker	quarter_pie
gardener	raise_vegetables
campers	trade_stories
mayors	welcome_visitors
fish	pets
farriers	shoe_horses
crook	doctor_evidence
cat	drink_water
star	supernova
angry_person	storm_away
amanda	start_business
singer	carry_tune
people	take_trips
student	study_calculus
leo	dance_jig
eyes	tear_up
friend	lend_clothes
skin	feel_stretched
clock	time_event
sping	closing_door
blurred_docuements	illegible
education	further_career
country_road	take_home
crocodiles	leave_water
stereo	blaring
children	butter_bread
babies	need_feeding
poisonous_substances	kill_plants
folding_door	fold
couples	have_sex
human	remember_experience
noses	sense_smells
pain	matter_lot
ball	hit_wall
survivor	honor_dead
car	kill_people
temperature	dropping_quickly
computer	sort_information
grain_elevator	store_wheat
dog	love_master
manufacturer	produce_products
seed	become_tree
children	needle_parents
callers	report_accident
timer	time_cooking
weather	look_beautiful
geese	group_together
babies	like_spinach
ghost	haunt
runners	get_tired
eldery_persons	require_assistance
bus	carry_passengers
generals	lead_troops
vexatious_litigant	complain
computers	control_machines
sunshine	increase_temperature
postal_service	ship_packages
person	washing_dishes
couple	row_about
stockpickers	pick_stocks
shepherd	drive_sheep
locksmith	get_key
politician	speaking_meaninglessly
policeman	stop_crime
electrodes	charge_battaries
people	shout_words
person	push_car
droughts	last_years
shoeshine_boys	shine_shoes
humans	act
bus	transport_people
dog	appear_tired
anyone	judge_else
anyone	iron_clothes
scientist	research
pilots	land_planes
prejudice	cloud_judgement
couple	have_sex
person	stock_fridge
owner	close_shop
runner	gain_ground
hoatzins	fly
politicians	milk_taxpayer
sunset	end_day
actors	present_performance
too_many	crowd_bus
satellites	orbit_planets
image	appear_distorted
wind	tear_fabric
gallstones	cause_pain
jet	cool_engines
accidents	happen_anywhere
houses	cost_lots
criminals	break_laws
warrior	plan_siege
music	bring_flashbacks
gossips	trade_secrets
boss	page_worker
tedium	hard_work
soldiers	duck_bullets
mechanics	fix_automobiles
teenagers	burn_cds
mosquitoes	bug_campers
we	bug_sister
fishermen	farm_oysters
muscle	contract
house	face_street
bird	fly
dogs	fight_dogs
hard_work	bug
anyone	start_over
estimaters	value_property
students	master_artform
trees	branch_out
police	tail_criminal
missile	carry_warhead
person	arm_tank
progeny	increase_dramatically
spectator	watch_game
gangster	smoke_rival
water	cover_stone
worn_wire	short_out
vintner	make_winw
mean	mean_average
people	die_suddenly
dog	circle_sheep
programmer	complete_project
people	help_people
person	smell_food
dogs	yelp
people	eat_pasta
police	hold_suspect
santa_claus	surprise_child
libertarians	battle_oppression
intelligent_citizen	question_authority
interruption	end_conversation
traffic_cop	slow_traffic
people	face_music
ball	toy
servant	please_master
large_people	laugh_loudly
infected_person	carry_tuberculosis
cancer	kill
children	need_dicipline
musicians	record_songs
opponent	deal_blow
mind	form_images
bathroom	smell_bad
person	captain_ship
grandchildren	delight_grandparents
landlord	raise_rent
expensive_stuff	cost_lot
victim	report_crime
somone	lie_down
pot	cloud_memory
doctors	doctor_patients
lawyer	produce_evidence
also_activities	make_addictive
properties	belonging_to
penis	rise_quickly
human	stand
skeptic	doubt_intentions
art_dealer	supply_paintings
steam	iron_wrinkles
developer	wall_community
housewives	machine_wash
ruler	measure_distance
hungry_person	eye_cookie
cats	open_doors
cheerleaders	blow_quarterbacks
little_girl	gather_flowers
tounges	taste_apples
person	raise_hand
telescopes	spot_planets
baby	wet_diaper
people_believe	see_future
student	study_lesson
doctor	still_patient
plumber	hold_wrench
underwear	provocative
cat	miaow
person	master_sport
consultants	meeting_bureaucrats
person	voice_thoughts
children	hanging_laundry
teasing	needle_fight
young_child	fall_down
parents	speak_freely
farmer	can_produce
recorded_message	welcome_callers
collector	trade_duplicates
labels	pictures
lady	age_gracefully
plumbers	fix_leak
ships	leave_shore
judge	judge_races
launderer	iron_shirt
witness	name_perpetrators
clothes_dryer	dry_clothes
mechanic	service_car
athelete	better_himself
bully	start_fight
clerk	enter_numbers
roast	taste_spoiled
fish	kiss_donut
mute	sign_loves
merchants	charge_customers
toothpaste	clean_silver
child	touch_animal
dietician	plan_meal
wood	feel_rough
kids	pull_pranks
dogs	drool
commander	order_attack
car	back_up
pilot	fly_helicopter
student	leave_dorm
citizen	honor_country
fright	give_chills
hot_food	get_cooler
swimmer	cross_lake
dogs	lift_bones
merchant	trading_goods
investments	increase_portfolio
teacher	strike_pupil
ships	carry_aeroplanes
sunflower_seed	feed_birds
locomotive	pull_carriages
pilot	land_aeroplane
pain	indicate_wrong
hand	touch_object
anyone	carrying_disease
process	require_tools
secretary	answer_telephone
politicains	arm_army
prayerful_person	find_peace
police_officer	fire_weapon
one_thing	keep_garden
people	cook_dinner
rivers	weather_rocks
cat	eat_fish
animal	leave_home
good	battle_evil
clouds	rain
loud_music	bug
many_people	sing_song
winners	thank_supporters
editor	spot_misspelling
expert	head_committee
animals	trip_people
dudes	talk_smack
human_beings	melt
child	master_speech
motes	surrounded_castle
society	club
ali	explain_mathematics
commuter	riding_bicycle
relationships	end_quickly
opinion	matter_litle
no_individual	govern_everyone
receptionist	page_representative
mathematician	adding_integers
cook	brown_hamburger
sturdy_ship	weather_storm
gift	represent_gratitude
rivers	branch_often
blow_dryer	damage_hair
facts	explain_problem
shopper	return_sweater
cop	fine_person
birds	circle_houses
computer	save_information
smoke	kill_people
person	battle_cancer
squirrel	store_nuts
christian	fail
voyager	board_ship
people	sun_themselves
gardener	plant_seed
dogs	need_food
warm	mean_comforting
student	hand_pencil
electronics	cost_bundle
people	touch_people
solicitor	claim_compensation
neighbor	borrow_hedgeclippers
bear	hunt_rabbit
stoner	smoke_pot
light	illuminate
people	sign_cards
nipples	point_sideways
fence	wall_yard
singer	record_song
engineer	record_song
thousand_island	dress_salad
people	own_cars
virus	cause_cold
stores	advance_payrolls
adult	dress_herself
soldier	ready_weapon
dog	smell_scents
farmers	farm_corn
architect	design_house
college_students	get_drunk
knife	butter_bread
preacher	preach
hammers	nail_wood
car	lose_wheel
fruit	grow_mold
hamburger	containe_ketchup
person	eat_animal
a	container
frustrated_woman	lose_sanify
dry_cleaner	iron_shirt
grocer	stock_food
people	smell_aromas
stocks	converted
cook	chop_vegetables
parents	school_child
knife	divide_string
broken_sidewalk	trip_pedestrian
person	drop_hint
touch	abstract_concept
shelf	in_closet
turtle	race_hare
log	bridge_lake
we	gather_berries
ups	ship_ground
athelete	play_soccer
person	man_position
bear	eat_salmon
sentence	state_obvious
users	explain_verb
babies	sleep_soundly
metal	need_polishing
whistling_people	call_dogs
predator	spot_prey
compact_discs	called_cds
charger	charge_battery
owls	fly
people	shoulder_burdens
people	shine_shoes
person	wave_goodbye
will	read_paper
cop	get_bribe
practising	help_learn
person	roll_ball
many	desire_riches
breeding	increase_rabbits
birds	grieve
government	condition_thought
people	speaking_quickly
cloth	become_wet
stove	brown_meat
sun	warm_ground
turkey	provide_meat
people	buy_car
frogs	hop
people	market_ideas
teachers	perfect_students
babies	drop_food
wound	pain_victim
passenger	board_plane
people	age_gracefully
siblings	bug_siblings
vaccines	control_diseases
cat	touch_leg
inaction	box_in
black_man	do_better
cats	think
jury	consider_evidence
circus_clown	guess_age
toching_electricity	cause_shock
magnetic_lens	focus_electrons
baseball_bat	strike_ball
clocks	tell_time
student	read_book
door	fire_rated
submarine	hunt_ship
tailors	tear_fabric
consumers	air_grievances
students	visit_museums
cats	please_humans
intrusive_thought	involve_disrespect
doctor	service_community
baseball_player	steal_base
spouse	buy_present
policeman	ready_gun
people	dance_together
director	chair_meeting
dogs	pet
socialist	empower_community
hands	articulate
people	wind_clock
waiters	serve_meal
icing	cake_pastries
person	raise_salute
lawsuit	right_wrong
atist	shade_picture
arbitrator	bridge_gap
bird	eat_grasshopper
one_thing	charge_battery
cat	eat_bird
diver	perfect_form
idiot	drag_race
child	butter_bread
taxonomist	sort_species
photographer	position_model
craftsman	school_apprentice
militia	arm_people
last_page	end_book
hoe_dog	paint_face
machine	perfect_surface
light	carry_information
children	wet_clothes
cheater	doctor_results
satan	smite_mortals
kids	lose_notes
bear	climb_tree
flower	cast_shadow
sudent	fail_test
faucet	wet_sink
lover	complete
teacher	evaluate_progress
fingers	tie_knots
theater	showing_movie
child	build_tower
fish	find_food
correction_fluid	hide_mistakes
dog	act_playful
people	sort_socks
shovel	clear_snow
water	wet_people
ali	slow_down
policeman	believe_guilty
friends	giving_presents
janator	clean_mirror
monkey	use_tool
person	turn_around
shark	swim
barrels	store_oil
bird	chirp
parent	train_child
beggar	cup_hands
bulldozer	move_earth
dogs	require_water
researcher	study_cancer
programmers	write_code
teacher	give_test
driver	change_lanes
acid	burn_skin
auto_mechanic	fix_automobile
containers	include_boxes
money	buy_food
love	destroy
steam_engine	power_train
children	letter_paper
athelete	play_tennis
farrier	shoe_horse
person	pay_bills
cook	cook
television_stations	air_programs
usher	seat_guest
clouds	sirrus
doctor	instruct_nurse
something_you	make_haste
microwave_oven	heat_foods
owner	bell_cat
boss	busy_employee
trustworthy_person	keep_secret
chemicals	blue_steel
germs	make_sick
carpenter	saw_table
artist	paint_landscape
officer	book_suspect
cornered_rat	become_dangerous
bag	goal
hoarder	stock_up
employers	pay_employees
children	believe_teachers
computer	adding_numbers
operator	call_911
human	drink_tea
skiing	dangerous_sport
one	strike_match
neat_person	better_neighborhood
airplanes	bomb
disguise	fool_observers
socks	warm_toes
fishermen	fish_lakes
valve	seat_improperly
engineer	build_computer
drugs	destroy_lives
santa_claus	ride_sleigh
dinner	include_desert
fruit_trees	produce_fruit
shoes	fit_poorly
exercise	condition_heart
horses	drink_water
master_mariner	captain_ship
baker	flower_table
child	drive_crazy
everyone	learn
guy	eye_girl
person	thank_god
rancher	fence_range
pirate's_prisoner	walk_plank
person	wind_clock
road_signs	guide_traveler
tanget	touching_circle
cups	hold_liquids
race	happen_quickly
anne	pass_salt
press_secretary	field_question
lawyers	keep_quiet
human	write
sentry	guard_facility
freedom	allow_discourse
gallery_visitor	view_art
person	tear_paper
beggar	beg
beautiful_people	become_models
song	sound_good
person	consider_idea
government	school_children
incompetence	anger_customers
jury	judge_performance
human	walk_dog
instructors	train_students
people	age_prematurely
bike	skid
dancer	dig_beat
gymnasts	do_gymnastics
tired_person	fall_asleep
horse	pull_buggy
hammers	ring_bells
cat	equal_feline
nurse	mother_patient
person	buy_car
person	win_race
grenade	kill
ranch_hand	feeding_cattle
temperature	droping_rapidly
people	eat_lasagne
farmers	build_barns
tiger	drink_water
depressed_person	commit_suicide
doctor	perform_surgery
sailors	row_boat
smoker	roll_sigarette
sometimes_losers	win
books	further_knowledge
trees	wall_in
people	fear_disasters
teachers	answering_questions
owner	name_pet
child	whine
person	control_computer
governments	govern_peoples
thick_armor	stop_bullets
airplanes	accelerate
families	give_presents
spices	season_meat
detective	question_witness
adroit_leader	right_situation
machinist	machine_tool
people	say_things
cats	hunt_mice
cat	act_irrational
people	speaking_methaphorically
pet_owner	feed_cat
possum	scatter_rubbish
scientists	perfect_concepts
soda	settle
parents	meet_teachers
saddam's_sons	die_fortunately
computer	reason_exists
wallet	hold_money
two_enemies	cross_paths
criminals	arm_themselves
cook	measure_flour
elephants	eat_coconut
robot	repetitive
stopwatch	time_athletes
pilot	direct_plane
cricketer	field_ball
person	consider_fact
bob	speak_cantonese
workers	fence_house
company	ship_products
villager	light_torch
slave	gather_cotton
event	happen_to
students	study_philosophy
trees	produce_fruit
two_people	share_soda
tool	eat_with
claws	scratch
insult	hurt_feelings
student	note_fact
computers	mail_text
many_people	crowd_venue
crossroads	means_decision
who	wear_leather
store_where	buy_food
computers	sort_data
wine	make_drunk
drunk	walk_off
columns	support_dome
person	notice_moved
humans	side_houses
librarian	quiet_patrons
child	flying_kite
religion	divide_world
general	begin_attack
murderer	fire_gun
evil_spell	bottle_genie
ball	strike_windows
hairdresser	part_hair
judge	wrong_accused
human	need_money
teacher	explain_fact
person	sell_own
pit_vipers	sense_heat
miners	mine_ores
painting	please_person
person	chair_committee
manufacturers	price_products
gasoline	power_mower
dancer	dance_well
track_star	run_fast
people	pay_bills
children	experience_fear
baseball_bat	hit_baseball
lies	destroy_reputation
person	converse
person	talk_shit
people	tie_shoestrings
policeman	enjoy_power
string	ball_up
mosquitoes	fly
voters	voice_approval
cat	catch_rat
mouse	hear_cat
cats	excrete
doctor	take_pulse
explorer	discover_continent
construction	supply_jobs
scissors	tear_paper
databases	list_information
student	list_presidents
person	wear_sweater
process	look_hung
sailor	lower_flag
mould	coat_surface
strings	control_marionette
ferrets	bite
stronger_people	lift_more
trainer	shoe_horse
jim_morrison	light_fire
people	open_doors
shoeman	shoe_man
child	cup_hands
computers	work
garlic	season_foods
person	face_destiny
cats	have_cancer
pet_owner	pet_dog
mouth	taste_flavor
crook	case_store
driver	start_car
concerned_citizens	water_shrubbery
paint	coat_surfaces
babysitter	mind_baby
person	try_new
person	enjoy_food
fire	burn_things
home	welcome
person	visit_hospital
leader	build_team
person	milk_cow
bride's_mother	cry_happily
captain	ring_bell
greater_circle	include_lesser
librarian	sort_books
microwaves	heat_food
pilots	flying_jets
shit	faeces
winning_bet	double_money
person	pay_bill
youngster	wet_bed
shovels	dig_holes
airplanes	traveling_faster
most_people	thank_parents
thruth	open_minds
group	honor_individual
dog	lie_down
private_person	close_door
cornerback	return_pass
acne_medication	dry_skin
negative_person	fear_worst
mathematican	prove_theorem
board	bridge_stream
infidelity	end_marriage
scissors	cut_paper
stupid_people	believe
hiker	rest_feet
cars	crash
judge	right_wrongs
person	fill_bottle
planet's_orbit	near_sun
house	belong_to
people	price_food
bird	sing_notes
sudden_shower	surprise_picnickers
glue	stick_to
hostess	seat_customer
waitress	butter_toast
chefs	brown_meat
cook	bake_cake
eyes	see_light
hair	fall_out
hungry_diner	take_number
humans	get_sunburns
smokers	age_prematurely
chess_player	position_pieces
wind	blow_cold
anyone	iron_shirts
food	cost_money
people	fall_down
person	master_skills
rain	wet_sidewalk
torch	light_way
go_somewhere	ride_bicycle
people	receive_gifts
leader	chair_meetings
penicillin	destroy_viruses
haze	cloud_vision
car	go_fast
bankers	roll_change
students	cutting_classes
thrifty_person	save_money
persistent_questioner	pick_brains
secretaries	book_reservations
fixing_computer	take_time
student	master_phonics
detectives	milk_informants
kiss	considered_foreplay
machinist	machine_bar
fire	hurt_person
computer	record_music
leader	lead_pack
mentors	school_proteges
heat	increase_temperature
scene	location
submarine_crewman	man_hatch
medical_doctor	identify_illness
salepeople	price_merchandise
soldiers	storm_fortress
spacecraft	reach_moon
sentence	ending_book
fan	cool_air
programs	group_functions
horse_whisperer	train_horse
doublemint_gum	double_fun
bad_fuel	kill_engine
mental_illness	managed
rotting_food	smell_bad
collector	trade_cards
happiness	spread
person	feel_sleepy
computer	run_programs
statement	lie
criminal	arm_bomb
shortstop	field_play
farmer	seed_grass
pants_pockets	hold_coins
chef	cook_dish
each_day	flower_anew
patriot	own_flag
passenger	board_ship
students	question_professor
airplane	carry_immigrants
chickens	produce_eggs
birds	lay_eggs
golfer	position_ball
travel_agent	book_reservation
speaker	state_speech
broken_television	short_fuse
guy	date_girl
thunder	surprise_people
person	gather_berries
gambler	play_poker
hunter	fire_rifle
mammmal	fly
cold_items	freeze
passenger	board_boat
robbers	use_guns
crook	ducking_police
pedestrians	crossing_street
carbon_monoxide	kill_humans
companies	ship_merchandise
veterinarian	fix_animal
investor	gain_money
farmers	fence_cattle
artist	create
appearances	decieving
trees	fall
drive	street
submarine	sink_vessels
car	suffer_damage
fire	burn_buildings
person	enjoy_working
wood	warp
winners	get_prizes
job	require_education
child	throw_ball
humans	destroy
secretary	book_appointment
human_beings	act
tape_measure	measure_inches
machine	fail_working
lunch_eaters	order_lunch
artilleryman	man_artillery
chick_flick	warm_heart
sad_story	touch_emotions
lake	dry_up
tom_cat	mark_territory
medication	quiet_minds
arm	lift_book
farmer	farm_ducks
chair	head_committee
bullet	hit_target
humans	cup_hands
lion	hunt_zebra
trees	shade_house
anyone	age_gracefully
train	passing_slowly
angry_people	raise_voices
carpenter	build_deck
cat	like_tuna
early_riser	view_sunrise
chimpanzees	display
child	walk_dog
cataract	cloud_vision
salesman	get_fired
animal	feel_pain
large_tree	shade_yard
winds	blow_strong
hard_drive	store_data
musician	play_fiddle
planet	circle_sun
brownies	make_fat
humans	turn_ugly
politics	divide_families
sunbather	sun_themself
employer	fire_employees
project	near_completion
leon	picture_ocean
person	number_cheesecake
person	ring_doorbell
people	build_trust
friends	visit_friends
ideas	change_world
go_camp	we'd
babies	cry_loud
railroad_tracks	divide_city
morphine	relieve_pain
person	quiet_dog
postalworker	sort_letters
baseball_bats	hurt
suspension_cable	support_bridge
speaker	chair_meeting
trafficwarden	book_driver
mayors	govern_towns
shit	smell_foul
baker	bake_bread
people	dance
people	ask_questions
person	better_themself
renter	return_video
traveler	bring_suitcase
vermin	spread_diseases
catapiller	become_buterfly
sailor	box_compass
actors	act_badly
fisherman	smoke_fish
company	bottle_water
humans	become_frustrated
people	eat_animals
minister	marry_couple
ice_packs	reduce_inflammation
secret_service	guard_president
stress	age_prematurely
cans	store_beans
toys	please_child
bug	anger
suboordinate	voice_complaint
mouse	ring_bell
glass	melt
student	think
plane	arrive_late
dogs	lead_owner
ali	spread_margarine
childbirth	tear_vagina
logic	help
only_humans	use_phone
baseball_player	hit_ball
sign_painter	letter_window
boat	bottom_out
nanny	push_stroller
workman	complete_job
comics	needle_audience
hand	cup_water
witness	state_name
dog	shake_slipper
crowd	shout_name
person	fail_task
extraterrestrials	eat_shoes
balloon	spring_leak
pen	mark_spot
friend	back_up
we	fence_together
burglar	case_joint
children	enjoyed
having_balance	do
rhino	charge_fence
relatives	visit_inmates
thinking	make_tired
strong	best_weak
cook	ball_melon
electricity	light_lightbulb
trainer	break_colt
worker	labor_fields
circus_trainer	train_tiger
clock	wind_down
farmer	seed_crops
marker	writing_instument
filters	separate_solids
elected_official	chair_meeting
taunt	dare_person
student	study_chemistry
volunteer	help_homeless
adult_male	grow_beard
loud_noises	scare_animals
children	separate_parents
investor	back_project
child	play_game
people	eat_spaghetti
bob_dylan	please_hippies
glass	break_easily
small_car	corner_quickly
computer_program	sort_list
people	experience_pain
jealousy	distance_friends
person	sun_himself
businessman	present_presentation
jon	time_out
car	enter_garage
locksmith	rekey_lock
stopwatch	time_race
physical_objects	fall
young_children	pick_noses
egg	break_open
ali	fine_tennants
person	sign_agreement
bad_breath	clear_room
faith	move_mountains
person's_keychain	reflect_personality
bad_translation	distort_meaning
cook	bread_shrimp
people	complete_sentence
rich_investor	corner_market
diner	order_dinner
people	kiss_lover
person	doctor_himself
job	require_trait
cook	bone_roast
signmaker	letter_sign
marketing	increase_demand
auditors	list_mistakes
glass	hold_liquid
not_everyone	play_golf
pork	smell_off
vexatious_litigant	disrupt_registry
children	shake_hands
trees	grow_bigger
hose	wet_garden
dan	fight_christine
person	offer_money
teacher	list_homework
cook	bone_turkey
monsters	look_scary
lion_tamer	train_lion
sailor	dance_hornpipe
ketchup	spot_shirt
we	laugh_at
weather	occur_here
children	catch_butterflies
hooks	piece_nets
friend	lend_tool
beaker	measure_liquid
leader	shoulder_burden
anger	divide_people
motehr	forgive_children
schools	bus_students
people	own_home
cats	kill_mice
dog	urinate
police	spot_criminals
dogs	doing_nothing
fire	light_dark
drivers	turn_cars
highway_patrolman	drive_car
bottle	quiet_baby
person	visit_person
children	play_game
worker	bag_trash
realtor	sell_houses
creamery	bottle_milk
tomato_plants	produce_tomatoes
priests	give_blessing
bone	choke_person
music	quiet_mind
mustard	spot_blouse
person	lay_carpet
ali	fight_prejudice
student	cross_road
ali	say_hi
dentist	pull_teeth
salt	season_fod
person	gun_engine
can_opener	electric_appliance
kitten	mew
student	cut_class
flame	heat_room
cleaner	clean_office
criminal	face_accuser
friend	receive_gift
butcher	sell_meat
botanists	water_flowers
in_garden	find_flowers
projector	show_films
we	meet_later
people	voice_opinion
drunk_person	wear_lampshade
thief	case_joint
politicians	lower_standards
court	decree_punishment
doctor	prescribe_treatment
human	row_boat
loser	experience_defeat
citizens	voice_opinions
banana_trees	produce_bananas
finger	push_button
pretty_girl	turn_heads
vendors	price_merchandise
shouting	hurt_throat
squirrels	gather_acorns
waiter	refill_glass
waves	move_rocks
bob	paint_badly
monument	statue
sharks	eat_humans
guy	ball_girl
midgets	steal
person	power_bicycle
gamblers	book_bets
deliverymen	bring_packages
learning	require_time
computers	follow_instructions
pana	eat
person	give_gifts
trying	lying
little_morsel	taste_scrumptious
scientist	question_theory
student	study_engineering
person	drive_tractor
investor	sell_stock
knife	cut_cheese
builder	bridge_river
eight_ounces	equal_cup
thief	entering_store
dogs	kill_cats
masochist	suffer_gladly
dogs	smell_food
swimmer	kick
flower	open
people	sail_boats
coughing	spread_flu
doctor	let_blood
cleaners	clean_drapes
sore	forming_scab
person	increase_things
machine	wash_dishes
bad_eyesight	cause_headache
instructor	train_student
advertisers	market_products
medicines	save_life
somebody	raise_titanic
idiots	surprise
people	master_skills
vegetarians	eat_tofu
people	butter_toast
violence	includes_death
vitamin_c	slow_ageing
prisoner	attempt_escape
person	riding_camel
god	give_peace
child	shoulder_responsibility
we	plan_vacation
outfielder	catch_ball
people	hill_climb
compliment	win_favors
people	spread_jelly
weather	surprise_us
person	shoulder_responsibility
director	direct_film
inspector	out_imposter
preacher	save_soul
sprinkler	water_lawn
chefs	prepare_meals
buddhist	live_mindfully
who_exsists	think
electricity	brown_out
birds	spot_prey
threatening_thought	cause_anxiety
hose	transport_fluid
fishermen	fish
bewitching	get_sex
willing_adult	age_gracefully
chef	cook_professionally
plant	bloom
lover	touch_tenderly
scientist	time_experiment
solvent	thin_paint
walls	wall_spaces
bike	bunny_hop
bad_joke	fall_flat
mathematical_laws	govern_physics
humans	name_everything
when_broken	leak_contents
person	share_money
fire	kill
computer	do
person	walk_away
lightning	case_thunder
insane_people	reason_poorly
basketball_championship	require_playoff
truth	matter_to
people	imagine
prostitutes	turn_tricks
child	count_toys
people	trade_things
burglar	case_house
couple	make_sex
death	bring_sorrow
cactus	needle_person
mediators	settle_disagreement
people	lying_down
people	eat_beans
athletes	walk_fast
frog	pet
security_guard	sound_alarm
steamship	circle_globe
kid	take_bath
taxi_driver	drive_cab
math_skills	learn
torpedo	shoot_torpedo
birds	sing_songs
person	gain_weight
musician	play_ocarina
thoughtless_people	destroy_nature
wind	shake_tree
person	get_sick
blueing	blue_laundry
person	ask_question
keystroke	clear_screen
stock_broker	fool_client
anyone	record
minkmaid	milk_cow
bird	kill_fish
gardener	grow_plant
forklift	lift_pallet
cops	tail_suspect
moral_people	fight_injustice
butterfly	delight
factory	bottle_water
deadlines	rush_work
dogs	corner_cats
people	act_strange
people	own_property
people	water_flowers
strong_people	weather_adversity
criminal	deal_drugs
text	book
person	plan_vacation
owls	spot_prey
dried_foods	need_water
secretary	forward_message
mouse	enter_trap
dogs	coursing_game
christian	rebel
person	touch_object
person	ball_twine
polititians	appear_strong
student	surprise_teacher
adults	eat_sushi
fledglings	leave_nest
toddler	pulling_hair
dacer	step_dance
polo	dangerouse_sport
job_hunter	land_job
crane	reach_post
carpenter	build_house
vehicle	receive_damage
patients	take_medicine
clown	appear_confused
guest	thank_host
program	sort_list
preparing_meal	involve_heating
wrestler	best_opponent
lions	hunt_humans
people	write_stories
clouds	rain_on
person	hand
emperor	rule_empire
trees	produce_leaves
money	please_quickly
criminals	case_joint
snails	wave_antennae
dog	guard_building
refrigerator	cool_food
runner	leading_race
people	sense_environment
cook	season_soup
batters	hit_ball
people	climb_mountain
paint	coat_house
who	doubt
female	conceive
ali	work_hard
people	miss_appointments
sailor	captain_ship
hammer	break_glass
discriminating_person	tell_difference
police	corner_suspect
thief	rob_bank
court	settle_lawsuit
people	work_hard
dirge	accompanies_funeral
people	write_programs
boats	motorised
spectators	view_sports
student	ask_questions
host	expect_company
clever_inmates	scape_prison
guilty_people	receive_punishment
collector	fancy_trinket
forest_fires	color_sunset
tape_recorder	record_sound
cats	eating_fish
student	understand_homework
noise	raise_dead
people	build_house
person	welcome_change
person	play_panpipes
knowledge	advance_mankind
cook	cook_foods
human	wind_toy
running	wind
teachers	mind_students
full_bladder	cause_discomfort
people	part_hair
scissors	cut_cardboard
storms	destroy_property
glass	hold_water
hunter	bag_deer
citizens	air_grievances
screaming_baby	hurry_departure
butcher	ready_meat
we	dance_waltz
desserts	include_pies
charity	feed_destitute
story	touch_chord
we	hand_to
troops	storm_barricades
knives	spread_butter
smart_puppy	head_class
person	watch_race
lamp	illuminate
anyone	join_club
children	reach_over
person	air_laundry
sky	rain_water
dogs	sniff
unused_bread	getting_stale
vultures	circle_corpse
steel	feel_cold
products	meet_specifications
baseball_player	throw
human	get_job
people	leave_perty
king	govern_peasants
hunter	spot_prey
wild_card	even_odds
orange_peel	taste_bitter
person	agree_idea
chldren	grow_up
appraisals	establish_worth
monarch	govern_nation
adornment	draw_attention
passenger	board_train
machine	sort_post
italian_cooking	uses_garlic
violin	sound_funny
young_man	doubt_choices
farmer	gather_crops
plow	farm_land
siren	sound_loud
can_openers	open_cans
clothing	express_individuality
carpentar	finish_table
choirs	sing_hymns
dog	cause_accident
people	drop_hint
radiator	cool_engine
humans	play_piano
usher	seat_moviegoer
land	become_barren
rock	smash_scissors
alert_captain	right_ship
children	need_care
george_bush	lie
people	dress_themselves
people	realise_mistakes
steam	open_pores
fat_people	lose_weight
doctor	care
dad	start_car
ali	feed_cat
person	throw_frisbee
pollen	cause_allergies
mom	direct_play
lover	rain_compliments
poor_typing	garble_information
revolutionary	fight_society
ups	ship_packages
circuit	short_out
troops	ship_out
worker	demand_raise
surfer	ride_waves
dog	sense_danger
family	call_relatives
heat	remove_moisture
dreamer	picture_outcome
entrepreneurs	open_businesses
ravens	fly
idolatry	create_god
glaucoma	cloud_vision
u	read
builder	wall_garden
who	man_watchtower
agent	book_ticket
arm	wave_hello
human_intelligence	group_objects
gardener	pick_weeds
when_sleep	dream
talented_cook	perfect_recipe
chalk	break
swordsman	finish_opponent
schizophrenic	gain_insight
student	taking_notes
postal_service	weapon
trainer	season_troops
arbitrator	bridge_differences
spy	follow_person
bands	play_outside
government_workers	work_offices
cat	dream_dream
journalist	out_celebrity
soothing_music	quiet_nerves
scout	guide_camper
many_animals	make_noises
saliva	thin_ice
movie	star_actor
poker_player	raise_bet
travellers	book_tickets
watchman	guard_campus
computers	do_work
teacher	include_examples
commotion	quiet_down
trainers	become_smelly
cooks	butter_bread
people	chair_committees
person	board_train
helen	age_gracefully
gatekeeper	forward_message
entrepreneur	open_business
fedex	ship
music	evoke_emotion
chef	bone_fish
cooks	prepare_meals
people	fit_mold
ostriches	run_fast
cook	stock_kitchen
reviewing	catch_mistake
